Id,Sentiment,Pasangan Calon,Text Tweet,content_processed
458,positive,Ahok-Djarot,Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017,trimakasih basuki btp kerja bapak djarot pimpin dki
459,positive,Ahok-Djarot,"Melihat para @temanAhok, harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017",lihat temanahok harap hidup ahok selamat nkri tikus dasi
460,positive,Ahok-Djarot,Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,selamat istirahat basuki btp ronde lawan jahat menang pilkadajakarta basukidjarot
461,positive,Ahok-Djarot,Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok,kuasa tuhan tuhan ambil terimakasihpakahok bangga pilih ahok terimakasihahok
462,positive,Ahok-Djarot,"Yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017",kerja bukti diomongin nyata menteri pecat
463,positive,Ahok-Djarot,"Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017",ahok kalah aman ahok menang calo akhirat ribet teriak teriak monas pilkadadki
464,positive,Ahok-Djarot,Untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada,bpk basuki btp terima juang dukung terbang pilkada
465,positive,Ahok-Djarot,Artis pendukung Ahok selamati rekannya pendukung Anies http://ow.ly/XvnN30aYrAS  #PilkadaDKI2017,artis dukung ahok selamat rekan dukung anies ow ly
466,positive,Ahok-Djarot,"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017",terima gubernur terima gubernur selisih mari maju
467,positive,Ahok-Djarot,Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari,pimpin bapak ahok bangga pegawai perintah ahok
468,positive,Ahok-Djarot,@ahok @djarot saya mendukungmu di pilkada ini dengan sepenuh hati. Semoga menang menang merdeka,ahok djarot dukung pilkada sepenuh hati moga menang menang
469,positive,Ahok-Djarot,#pilkadadki2017 sangat mencintaimu pak @ahok. Menanglah dan lanjutkan,cinta ahok menang
470,positive,Ahok-Djarot,#HasilC10 #Ba2ukiDjarot #pilkadadki2017 #MataRakyat #KawalPilkada @basuki_btp @AhokDjarot unggul di TPS 58 Duri Kosambi Cengkareng,matarakyat kawalpilkada basuki btp ahokdjarot unggul tps duri kosambi cengkareng
471,positive,Ahok-Djarot,"Warga Pluit : Kami Pilih Ahok Karena Kerjanya, Bukan Satu Etnis. https://goo.gl/KVN4o5  #pilkadadki2017 #wargapluit @basuki_btp",warga pluit pilih ahok kerja etnis goo gl wargapluit basuki btp
472,positive,Ahok-Djarot,Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017 https://www.instagram.com/p/BTDXsnuDpP9/,selesai setia instagram p
473,positive,Ahok-Djarot,Usai Nyoblos Ahok Hanya Tersenyum. https://goo.gl/Ea1PNS  #pilkadadki2017 #ahok,nyoblos ahok senyum goo gl ahok
474,positive,Ahok-Djarot,"Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017",warga bekas tangerang bogor depok dihimbau coblos no no warga dki coblos no
475,positive,Ahok-Djarot,Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta,selamat pagi salam jari pilkadajakarta
476,positive,Ahok-Djarot,"Mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . Berdoa dimulai... #pilkadadki2017",mari doa hati bersih coblos paslon no doa
477,positive,Ahok-Djarot,"Meski Saya warga Sultra, tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok",warga sultra dukung ahok djarot gub dki jakarta pilkadajakarta ahokmenang ahok
478,positive,Ahok-Djarot,"Apa yang dicari.? Pilih gubernur, yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua",cari pilih gubernur mimpin jakarta omong kosong besokguaahok pastikanbesokdua
479,positive,Ahok-Djarot,satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,pimpin pimpin ribu ajar pimpin
480,positive,Ahok-Djarot,#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU,kah said aqil ahok djarot jalan nu
481,positive,Ahok-Djarot,Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga @AhokDjarot Sukses dan menang,butuh pimpin mutu batas jaja kartu moga ahokdjarot sukses menang
482,positive,Ahok-Djarot,3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih,tuju provinsi jambi amin tuit moga purnama basuki btp hidayat pilih
483,positive,Ahok-Djarot,Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017 @Takviri,iwan fals pilih ahok djarot konsisten iwan fals lawan korupsi takviri
484,positive,Ahok-Djarot,Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,tanggal pilih hati nurani badjauntukjakarta
485,positive,Ahok-Djarot,#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia,rizieqpulang lilinuntukahok ahok ahokdjarot
486,positive,Ahok-Djarot,Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot,menonton concert coldplay mengerti ahokdjarot
487,positive,Ahok-Djarot,"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",ajar sabar invisible djarot kom ahokselaludihati badja ahokdjarot ahokmartir
488,positive,Ahok-Djarot,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,ahok a pimpin hebat tuhan utus gueahok ahokdjarot saveahok l ask fm igoto
489,positive,Ahok-Djarot,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,gantung kunci ahok model tokopedia ahokfree ahokishope ahokdjarot basukitjahajapurnama btp ahoktakbersalah
490,positive,Ahok-Djarot,#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/,freeahok saveahok ahokdjarot ahoklovers ahokbtp ahok instagram p bjnj
491,positive,Ahok-Djarot,"Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor, Indonesia https://www.instagram.com/p/BUA2fQxlDza/",introspeksi saveahok ripjustice basukibtp ahokdjarot bogor instagram p
492,positive,Ahok-Djarot,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,nyata cari pimpin cinta gampang msp ahokdjarot ahokfornobel
493,positive,Ahok-Djarot,Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot,djarot terima syukur ahok penjara ow ly ahok ahokdjarot
494,positive,Ahok-Djarot,Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,cinta ahok djarot ahok saveahok ahokdjarot
495,positive,Ahok-Djarot,"Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/",doa jakarta basukibtp ahokdjarot storyofthestreet ahok ahokdjarota instagram p
496,positive,Ahok-Djarot,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,lilin ahok saveahok ahokers ahokdjarota instagram p a
497,positive,Ahok-Djarot,#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor,ahok ahokhebat ahokdjarot ahoktakbersalah ripjusticeindonesia politikkotor
498,positive,Ahok-Djarot,"Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA",addiems keren selamat juang nkri harga mati saveahok ahokdjarot ripjusticeindonesia
499,positive,Ahok-Djarot,Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,tugu proklamasi sinar purnama ahok ahokdjarot ahokfree
500,positive,Ahok-Djarot,Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€¦,ntt bapak ahok basukibtp saveahok ahok ahokdjarota instagram p a
501,positive,Ahok-Djarot,Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati,manado lilin ahokdjarot hukum mati nkri harga mati
502,positive,Ahok-Djarot,1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI,lilin ahok manado manadokota temanahok basuki btp gembok ahokdjarot ripjustice riphukum manado savenkri
503,positive,Ahok-Djarot,pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot,wagubdki basuki btp sosok band of brothers hidup nyata demiahok ahokdjarot
504,positive,Ahok-Djarot,Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/,juta lilin adil ahokdjarot lawinforcement justice jakartauntuksemua indonesiaraya instagram p
505,positive,Ahok-Djarot,"semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin",moga ahokdjarot selesai tugas negara oktober lantik gubernur apbn amin
506,positive,Ahok-Djarot,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,salam sujud hormat djarot khabarnya tangguh tahan ahok setujuin malam ahok pulang
507,positive,Ahok-Djarot,semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672,moga tegar ahokdjarot twitter cpdmkrkm status
508,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,dukung doa pasang juta lilin ahok manado saveahok ahokdjarot ripjusticeinindonesia
509,positive,Ahok-Djarot,Manado untuk Pak @basuki_btp,manado basuki btp
510,positive,Ahok-Djarot,Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€¦ https://www.instagram.com/p/BT6eQ61hZfW/,rakyat cinta nkri juang adil justice lawinforcement ahokdjarot jakartauntuksemua a instagram p
511,positive,Ahok-Djarot,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,semangat djarot doa ahok ahokdjarot djarot ripjusticeinindonesia
512,positive,Ahok-Djarot,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,bangsa bawa doa menang tuhan ahok ahokdjarot indonesiaberkabung
513,positive,Ahok-Djarot,Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot,cerita batman robbin lindung jakarta ahokdjarot
514,positive,Ahok-Djarot,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,beda kerja keras suka cari muka ahok ahokdjarot freeahok ahokishope ripjusticeindonesia riphukum
515,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,dukung doa pasang lilin ahok manado saveahok ahokdjarot
516,positive,Ahok-Djarot,Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,jerih lelah juang bangsa korupsi tegak hitung tuhan gbu ahok ahokdjarot freeahok
517,positive,Ahok-Djarot,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,tuhan basuki btp keluarga ahok freeahok ahok adil ahokdjarot
518,positive,Ahok-Djarot,"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot",semangat djarot air mata kenang air mata tanda cinta djarot ahok ahokdjarot
519,positive,Ahok-Djarot,doa kami untuk Jakarta.#AhokDjarot,doa jakarta ahokdjarot
520,positive,Ahok-Djarot,Paduan suara warga di balai kota #ahokdjarot,padu warga balai kota ahokdjarot
521,positive,Ahok-Djarot,Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot,sejarah indonesiabersih ahokdjarot
522,positive,Ahok-Djarot,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,demam karang bunga dukung ahok djarot jalar hingga siantar
523,positive,Ahok-Djarot,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,pimpin jujur kerja nyata ahok djarod is best ahokdjarot
524,positive,Ahok-Djarot,"Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru",integrasi rusun pasar bioskop rakyat ahokdjarot tunggu gubernur
525,positive,Ahok-Djarot,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,malam keluarga balai kota anak lihat bunga nyata monas ahokdjarot
526,positive,Ahok-Djarot,Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta,ribu bunga ahokdjarot ahokdicintairakyat jakarta
527,positive,Ahok-Djarot,"#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon",ahokdjarot hati buniyani bui anies pecat menteri bloon
528,positive,Ahok-Djarot,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,harum bunga ahokdjarot ribu bahasa cinta
529,positive,Ahok-Djarot,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,bunga badja ahokdjarot jakarta kantor balai kota jakarta instagram p
530,positive,Ahok-Djarot,ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot,balaikota dki jakarta habis ahokdjarot
531,positive,Ahok-Djarot,Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta,jakarta medan ahokdjarot ahokdicintairakyat ahokshow fadlizon jakarta
532,positive,Ahok-Djarot,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,karang bunga ahok kota indah ajibarang basuki btp jakarta ahok ahokdjarot dkijakarta
533,positive,Ahok-Djarot,"Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat",menang sejati menang hati rakyat kalah rejeki tukang bunga ahokdjarot ahokdicintairakyat
534,positive,Ahok-Djarot,"@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot",basuki btp djarot semangat moga jabat masyarakat dki sadar pimpin ahokdjarot
535,positive,Ahok-Djarot,Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,abang keren tuhan berkat ahokdjarot berkat abang
536,positive,Ahok-Djarot,"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot",balaikota rame kirim bunga alir ahok djarot badja ahokdjarot
537,positive,Ahok-Djarot,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,wisata balai kota mumpung gubernur ahok riang gembira gratis penuh balaikotadki ahokdjarot
538,positive,Ahok-Djarot,Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,ide gila redkarpet longredcarpet longredcarpetahokdjarot ahokdjarot
539,positive,Ahok-Djarot,"Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss",allah subhanallah dkijakarta ahokdjarot pemprovamanah pemenangdihatirakyat piss
540,positive,Ahok-Djarot,"Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot",unik karang bunga gubernur dki jakarta badja viral medsos salah polemikpaluhakim dkijakarta ahokdjarot
541,positive,Ahok-Djarot,Tuhan Memberkati #AhokDjarot,tuhan berkat ahokdjarot
542,positive,Ahok-Djarot,"Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.",tuhan sayang jakarta ahokdjarot ahokdjarot kalah marah ahokdjarot menang jakarta terima
543,positive,Ahok-Djarot,"Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot",tak lepas galak galak sayang ahokdjarot
544,positive,Ahok-Djarot,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,nongkrong masang karang bunga nyata monas jogja ahokdjarot bungaahok bungauntukahok
545,positive,Ahok-Djarot,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,heboh papan bunga ahok pakahok ahok jakarta dkijakarta ahokdjarot instagram p
546,positive,Ahok-Djarot,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot ,gombalinahok jahat meninggalkan lanjur sayang ahokdjarot
547,positive,Ahok-Djarot,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,karang bunga antri foto il phenomenon figur ahokdjarot
548,positive,Ahok-Djarot,Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/,batam ahokdjarot semangat instagram p
549,positive,Ahok-Djarot,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot ,karang bunga masyarakat basuki btp ahokdjarot monas karanganbungaahok telkomsel ahokdjarot
550,positive,Ahok-Djarot,#ahok #djarot tetap di hatiku #pilkadadki,ahok djarot hati pilkadadki
551,positive,Ahok-Djarot,#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com,ahok ahokdjarot pilgubdki saveahok temanahok gusur juta rakyat infototorqq blogspot
552,positive,Ahok-Djarot,"#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com",ahok saveahok ahokdjarot pilgubjkt anies unggul pilih muslim ahok kaum didik totorqq infototorqq
553,positive,Ahok-Djarot,#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,duajari ahokdjarot badja salamduajari duajari kode code gangster farmer foodhero instagram p bovd
554,positive,Ahok-Djarot,"Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang",pusing basuki btp tinggal tenang konsentrasi doa bahagia menang
555,positive,Ahok-Djarot,Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,terima doa kyai voteahok aniessandi pilkadadki ahokdjarot
556,positive,Ahok-Djarot,Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,jatuh cinta gubernur milik heart with arrow pilkadadki
557,positive,Ahok-Djarot,Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,jokowi trophy trophy basukibtp dukung pilkadadki
558,positive,Ahok-Djarot,Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers  https://www.instagram.com/p/BTDYVuNAw,peach pilkadadki pilkada ahok ahokdjarot ahokers instagram p btdyvunaw
559,positive,Ahok-Djarot,Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/,vote pilkada pilkadadki ahokdjarot tps instagram p
560,positive,Ahok-Djarot,Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik  <Victory Hand>  #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman,ayo coblos bijaksana jakarta victory hand pilkadadki pilkadajakartaaman
561,positive,Ahok-Djarot,Bapak Presiden sudah bilang Pilkada DKI akan aman tohh  <Smiling Face With Sunglasses>  <Smiling Face With Sunglasses> ... #PilkadaDKI2017 @jokowi @JokowiAhokJKT,bapak presiden pilkada dki aman smiling face with sunglasses smiling face with sunglasses jokowi jokowiahokjkt
562,positive,Ahok-Djarot,"Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha",kalah ahok sengaja paket ahy pilpres face with stuck out tounges grining face with smile eye grining face with smile eye smiling face with sunglasses smiling face with sunglasses pilkadadki ahokers risau hahahahahaha
563,positive,Ahok-Djarot,"Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>",anies respon negatif netizen emosi ahy hafal badja ok smiling face with sunglasses smiling face with sunglasses victory hand
564,positive,Ahok-Djarot,Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>,kalah basuki tjahaja purnama djarot saiful hidayat pilkada dki jakarta pengaruh elektabilitas pdi victory hand
565,positive,Ahok-Djarot,"saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>",percaya kondisi cuaca pilkada dki kontribusi positif ahok djarot victory hand victory hand
566,positive,Ahok-Djarot,"Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI",tompi ahok djarot victory hand victory hand laku ubah positif bukti pilkadadki
567,positive,Ahok-Djarot,"Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional http://fb.me/4WTHLLCNZ",positif pdip usung ahok djarot pilkada dki victory hand nasional fb me
568,positive,Ahok-Djarot,Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok,kalah jujur menang curang heavy check mark heavy check mark initerjadi pilkada dki iri terima ahok
569,positive,Ahok-Djarot,KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%,kalah pilkada dki ahok djarot karang bunga simpati uji ukur victory hand victory hand anies sandi menang bunga dp
570,positive,Ahok-Djarot,"Ahok-Djarot kalah dalam pilkada, tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI",ahok djarot kalah pilkada menang jaga integritas demokrasi pancasila bangga smiling face with heart eyes jakartagubernurbaru pilkadadki
571,positive,Ahok-Djarot,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,dukung badja ahokdjarot provokasi kotor kandung nazis heavy check mark heavy check mark
572,positive,Ahok-Djarot,"Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki",pilih layan warga pimpin agama jakarta pilih jujur bersih heavy check mark heavy check mark ahokdjarot debatpilkadadki
573,positive,Ahok-Djarot,"Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI",pimpin agama layan warga jujur bersih kerja nyata victory hand victory hand ahokdjarot debatpilkadadki
574,positive,Ahok-Djarot,#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam,djarotsupportpersija ahokdjarot badjaberagam
575,positive,Ahok-Djarot,Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua,lupa coblos pimpin kerja keras victory hand victory hand ahokdjarot aniessandi jakartapunyasemua
576,positive,Ahok-Djarot,masih berama dalang enthus #AhokDjarot #AhokDjarotLebihBaik #enthus #salamduajari,dalang enthus ahokdjarot ahokdjarotlebihbaik enthus salamduajari
577,positive,Ahok-Djarot,#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - https://kask.us/ioQK2  #ForumKaskus via #KASKUS,bawa manfaat umat komitmen ahokdjarot victory hand victory hand umat islam kask us forumkaskus kaskus
578,positive,Ahok-Djarot,Haha..kerja nyata #AhokDjarot <Victory Hand> <Victory Hand>,haha kerja nyata ahokdjarot victory hand victory hand
579,positive,Ahok-Djarot,Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/,baju seragam nyoblos teman teman pilkadadki ahokdjarot instagram p
